Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
34449,The Makioka Sisters,Jun'ichirō Tanizaki,"Tanizaki, Jun'ichirō",Edward G. Seidensticker,"=""0679761640""","=""9780679761648""",0,4.03,Vintage,Paperback,530,1995,1948,,2024/05/23,to-read,to-read (#155),to-read,,,,0,0
11721966,Good Strategy Bad Strategy: The Difference and Why It Matters,Richard P. Rumelt,"Rumelt, Richard P.",,"=""0307886255""","=""9780307886255""",0,4.13,Crown Business,Unknown Binding,320,2011,2011,,2024/05/22,currently-reading,currently-reading (#6),currently-reading,,,,1,0
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020680""","=""9780061020681""",0,4.24,Harpertorch,Mass Market Paperback,243,2001,1987,,2024/05/22,to-read,to-read (#154),to-read,,,,0,0
91274427,What You Are Looking For Is in the Library,Michiko Aoyama,"Aoyama, Michiko",Alison Watts,"=""1335005625""","=""9781335005625""",0,4.10,Hanover Square Press,Hardcover,304,2023,2020,,2024/05/22,to-read,to-read (#153),to-read,,,,0,0
42837514,Gender Queer,Maia Kobabe,"Kobabe, Maia",,"=""1549304003""","=""9781549304002""",0,4.28,Oni Press,Paperback,240,2019,2019,,2024/05/19,to-read,to-read (#152),to-read,,,,0,0
722412,The Dream Machine: J.C.R. Licklider and the Revolution That Made Computing Personal,M. Mitchell Waldrop,"Waldrop, M. Mitchell",,"=""014200135X""","=""9780142001356""",0,4.57,Penguin Books,Paperback,512,2002,2001,,2024/05/16,to-read,to-read (#151),to-read,,,,0,0
193781998,The Husbands,Holly Gramazio,"Gramazio, Holly",,"=""0385550618""","=""9780385550611""",0,3.56,Doubleday,Hardcover,352,2024,2024,,2024/05/12,to-read,to-read (#150),to-read,,,,0,0
123857637,Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss,"Voss, Chris",Tahl Raz,"=""1847941494""","=""9781847941497""",0,4.36,Random House Business,Paperback,288,2023,2016,,2024/05/07,to-read,to-read (#149),to-read,,,,0,0
52283963,The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you,Rob  Fitzpatrick,"Fitzpatrick, Rob",,"=""""","=""""",5,4.37,Robfitz Ltd,Kindle Edition,138,2019,2013,2024/05/06,2024/05/06,,,read,Would highly recommend to read this before doing any user interview! This gives me the courage and mentality to practice user interviews as a skill ,,,1,0
59335616,Where Is My Flying Car?,J. Storrs Hall,"Hall, J. Storrs",,"=""1953953271""","=""9781953953278""",0,4.09,Stripe Press,Kindle Edition,333,2021,,,2024/04/09,currently-reading,currently-reading (#5),currently-reading,,,,1,0
23164946,The Surrender Experiment: My Journey into Life's Perfection,Michael A. Singer,"Singer, Michael A.",,"=""080414110X""","=""9780804141109""",4,4.08,Harmony,Paperback,252,2015,2015,2024/05/06,2024/04/27,,,read,"I'm blown away by the twists and turns in his life. I feel like I need to do my own deep dive to see how true all the events in this book are. <br/><br/>I still have some questions left about the difference between surrendering to life vs being a pushover vs not having agency. It's difficult to figure out what's ""the flow"" and the extent you should assert your own flow. <br/><br/>This book has left me with enough of an impression to start meditating (just 5 minutes each day to start) and quiet the voice in my head. The concept is the most relatable thing in this book I've heard of and makes me feel incredibly seen. I wish I had read this book 10 years ago and learned to find stillness sooner, but better now than never! <br/><br/>I love memoirs like this which show a drastically way of living a rich, fulfilling life.",,,1,0
75465783,Cloud Cuckoo Land,Anthony Doerr,"Doerr, Anthony",,"=""0008478309""","=""""",5,4.26,4th Estate,Kindle Edition,641,2021,2021,2024/05/03,2023/09/08,,,read,What a masterpiece. I wondered how he was going to weave together 5 seemingly unrelated stories together and was left feeling an immense sense of hope for humanity despite the somewhat tragic nature of each of their stories. My heart is full and I loved this so much.,,,1,0
61223213,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""""","=""""",0,4.17,Vintage Digital,Kindle Edition,416,2022,2022,,2023/07/28,currently-reading,currently-reading (#4),currently-reading,,,,1,0
44600621,"Dear Girls: Intimate Tales, Untold Secrets, & Advice for Living Your Best Life",Ali Wong,"Wong, Ali",Justin Hakuta,"=""052550883X""","=""9780525508830""",4,3.85,Random House,Hardcover,240,2019,2019,2024/04/30,2024/03/26,,,read,"Funny, heartwarming, lighthearted!",,,2,0
39330937,The Laws of Human Nature,Robert Greene,"Greene, Robert",,"=""0698184548""","=""9780698184541""",0,4.37,Penguin Books,Kindle Edition,624,2018,2018,,2024/04/29,to-read,to-read (#148),to-read,,,,0,0
34992929,"Restore Me (Shatter Me, #4)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062676369""","=""9780062676368""",0,4.16,HarperCollins,Hardcover,435,2018,2018,,2018/02/25,,,read,,,,0,0
18798983,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Renée Ahdieh,"Ahdieh, Renée",,"=""0399171614""","=""9780399171611""",0,4.06,G.P. Putnam's Sons Books for Young Readers,Hardcover,416,2015,2015,,2018/01/11,,,read,,,,0,0
28421168,"Renegades (Renegades, #1)",Marissa Meyer,"Meyer, Marissa",,"=""1250044669""","=""9781250044662""",0,4.13,Feiwel & Friends,Hardcover,552,2017,2017,,2017/10/28,,,read,,,,0,0
31076583,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""168119631X""","=""9781681196312""",0,3.76,Bloomsbury YA,Hardcover,229,2018,2018,,2018/03/13,,,read,,,,0,0
10194157,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,3.93,Henry Holt & Company,Hardcover,358,2012,2012,,2017/12/31,,,read,,,,0,0
51802921,Oversubscribed: How To Get People Lining Up To Do Business With You,Daniel Priestley,"Priestley, Daniel",,"=""""","=""""",5,4.20,Capstone,Kindle Edition,294,2020,2015,2024/04/28,2024/04/26,,,read,"Inspiring, actionable and well written!! I'm definitely going to read this again and again. <br/><br/>I've always got #audience at the back of my mind but the framing from this book gave the HC more nuance. <br/>- The 'no's we say should be painful because that means we're creating a better product for our primary customers. <br/>- create more clients vs customers<br/>- 7-11-4 (give opportunities for people to deep dive on you)<br/>- create your own market <br/>- have a philosophy for how you operate <br/>- name your terms <br/>- the aspirational customer (will pay you, values you, is enjoyable to work with)",,,1,0
51794532,How Beautiful We Were,Imbolo Mbue,"Mbue, Imbolo",,"=""0593132424""","=""9780593132425""",0,3.95,Random House,Hardcover,364,2021,2021,,2024/04/26,to-read,to-read (#147),to-read,,,,0,0
41454344,How It Feels to Float,Helena  Fox,"Fox, Helena",,"=""0525554297""","=""9780525554295""",0,3.84,Dial Books,Hardcover,384,2019,2019,,2024/04/26,to-read,to-read (#146),to-read,,,,0,0
31625067,Hacking Growth: How Today's Fastest-Growing Companies Drive Breakout Success,Sean     Ellis,"Ellis, Sean",Morgan  Brown,"=""045149721X""","=""9780451497215""",4,4.11,Currency,Hardcover,320,2017,2017,2024/04/26,2024/04/24,,,read,Only read part 2 of the book which talks more about implementation. Great first chapter to motivate the idea that growth is a constant push. Test rapidly and don't default to what other people do or just throwing money at the problem. <br/><br/>Growth is a team effort! It takes everyone to move the needle!,,,1,0
22605311,The Monster Inside Of My Bed,Makeandoffer,"Makeandoffer, Makeandoffer",,"=""""","=""""",0,4.50,Wattpad,ebook,68,,,,2016/04/08,dropped,dropped (#9),dropped,,,,1,0
53486409,"Death Is My Frenemy (Death Is My BFF, #3)",Katarina E. Tonks,"Tonks, Katarina E.",,"=""""","=""""",0,4.41,Wattpad,ebook,,2012,,,2014/06/16,dropped,dropped (#8),dropped,,,,1,0
7156416,"Flood and Fire (Raiders' Ransom, #2)",Emily Diamand,"Diamand, Emily",,"=""1906427186""","=""9781906427184""",0,3.69,The Chicken House,Paperback,464,2010,2010,,2015/02/04,dropped,dropped (#7),dropped,,,,1,0
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",4,4.16,Simon & Schuster,Hardcover,630,2011,2011,2024/04/24,2024/04/05,,,read,"This is my second Walter Isaacson biography and I really admire the lengths he goes to to paint such a detailed picture of someone's life! Maybe a bit too lengthy but consuming this as an audiobook means I can half concentrate and I still get the broad strokes of things.<br/><br/>Some things I took away:<br/>- the importance of having a vision!! It's so powerful to be able to imagine what the world could be like beyond the limits of what is currently possible then work towards it.<br/>- relentless pursuit of simplicity ! Making products that are so intuitive you don't need instructions or complicated steps. Things just happen. <br/>- building your product based on other products limits what you're able to do - but going around this also means being willing to invest in building every part of your product from scratch. If you have a strong sense of your core product, you'll make a better informed decision on whats worth it (related to having a vision!)<br/>- seamless integration!! In a world where it pays to specialise, it's becoming more valuable to specialise in workflows from end to end as opposed to making specific tasks generalisable. (Think: being the best burger restaurant as opposed to the best patty supplier)<br/>- there is power in confidence, especially to others. Lots of people are often waiting for ""permission"" to do things and when you give it to them, they can move mountains.<br/>- As with many of these insane people, I'd hate it if readers were to takeaway that being an asshole is the key to success -- you can be kind while being tough, honest without being malicious and confident without being cocky.",,,1,0
52569124,"Polysecure: Attachment, Trauma and Consensual Nonmonogamy",Jessica Fern,"Fern, Jessica","Eve Rickert, Nora Samaran","=""1944934987""","=""9781944934989""",0,4.41,Thornapple Press,Paperback,268,2020,2020,,2024/04/11,to-read,to-read (#145),to-read,,,,0,0
3601593,Non Violent Communication A Language of Life,Marshall B. Rosenberg,"Rosenberg, Marshall B.",,"=""""","=""""",0,4.34,,,264,2008,1999,,2024/04/11,to-read,to-read (#144),to-read,,,,0,0
9160695,Battle Hymn of the Tiger Mother,Amy  Chua,"Chua, Amy",,"=""1594202842""","=""9781594202841""",4,3.66,Penguin Press,Hardcover,237,2011,2011,2024/04/11,2024/04/09,,,read,"I think it's pretty insane how confident she can feel about what's right for her daughters and what would actually help them ""succeed"" in life. Entertaining and eye-opening!<br/><br/>Some points that stuck out to me:<br/>- letting your kids choose whatever they want isn't parenting. In many ways they often don't know enough to choose themselves (but I think there's also a degree to which you should allow your child to express their preferences)<br/>- getting your child to persevere instead of giving up helps build character (but I do think she went way overboard). There's a default state for giving up or doing what's easiest and sometimes it takes someone who knows better to show the child that the harder path will be better in the long run.<br/>- Really would like to know if there's some research done about why second children tend to be more rebellious than the eldest child ",,,1,0
30557185,"They Ask You Answer: A Revolutionary Approach to Inbound Sales, Content Marketing, and Today's Digital Consumer",Marcus Sheridan,"Sheridan, Marcus",Krista Kotrla,"=""1119312973""","=""9781119312970""",5,4.23,Wiley,Hardcover,240,2017,2019,2024/04/09,2024/04/05,,,read,"In an Internet age where we're more likely to Google for products, solutions and reviews than speak to any sales staff, it is incredibly important to educate customers where they are!! Changed my mind about how marketing could work",,,1,0
40730474,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""1786691345""","=""""",5,4.33,Apollo,Kindle Edition,546,2017,2017,2024/04/08,2024/01/24,,,read,"There was so much I didn't know about Korean and Japanese relations - the brutality that persists today and its silence. History is a matter of whose stories continue to be told and it's works like this which keep truths alive.<br/><br/>So well-written too! I could barely put it down!! The book goes through several decades of times and though I don't know much about what those eras are like, I have a distinct picture in my head of the subtle shifts and differences over time.",,,1,0
90590134,"The Coming Wave: Technology, Power, and the Twenty-first Century's Greatest Dilemma",Mustafa Suleyman,"Suleyman, Mustafa",Michael Bhaskar,"=""0593593952""","=""9780593593950""",0,3.86,Crown,Hardcover,332,2023,2023,,2023/11/08,to-read,to-read (#143),to-read,,,,1,0
46041465,Everything I Know About Love,Dolly Alderton,"Alderton, Dolly",,"=""0062968785""","=""9780062968784""",4,4.02,Harper,Hardcover,368,2020,2018,2024/04/05,2024/03/26,,,read,"Mad what people go through - a whole life of choices I could never imagined making, but still filled with life lessons I found relatable. <br/><br/>There were a few interludes which I thought were a bit too whack for the book, but overall I love feeling like I was watching the author grow into herself and gives me a renewed sense of optimism that life will turn out!",,,1,0
43352954,This is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""""","=""""",0,3.90,Saga Press,Kindle Edition,209,2019,2019,,2024/04/04,to-read,to-read (#142),to-read,,,,0,0
56213211,What We Owe Each Other: A New Social Contract for a Better Society,Minouche Shafik,"Shafik, Minouche",,"=""0691204454""","=""9780691204451""",4,3.88,Princeton University Press,Hardcover,256,2021,2021,2024/04/01,2023/06/05,,,read,"I appreciated the format of the historical examples tied to an outline of a potential policy, and going through policies for each stage of people's lives and how they tie in with each other. <br/><br/>Quick notes of what I remember the book advocating for:<br/>- investment in education (particularly at the early ages to get the highest returns)<br/>- finding ways to keep people productive for longer (e.g. lifelong learning, revising pension schemes based on life expectancy)<br/>- reducing burdens on families especially women to care for the elderly <br/>- getting multinational countries to pay their share of taxes so states get the appropriate revenue for policies<br/>- everyone deserves access to basic healthcare, opportunities to advance and some form of pension<br/>- revising the social contract in a way that spreads the burdens evenly among all members of society.",,,1,0
11684487,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",3,3.90,Orbit,Kindle Edition,417,2010,2010,2024/03/31,2023/12/23,,,read,I appreciate the thought that went into world building but felt the story telling was a bit ambiguous and winding to really understand what was going on half the time.<br/><br/>I liked writing in the Broken Earth trilogy much better!,,,1,0
28589297,Unsong,Scott   Alexander,"Alexander, Scott",,"=""""","=""""",0,4.40,,ebook,795,2017,2017,,2024/03/26,to-read,to-read (#141),to-read,,,,0,0
29342515,"The Coaching Habit: Say Less, Ask More & Change the Way You Lead Forever",Michael Bungay Stanier,"Stanier, Michael Bungay",,"=""""","=""""",5,4.02,Box of Crayons Press,Kindle Edition,117,2016,2016,2024/03/25,2023/10/24,,,read,"Recommended by my colleague and Ive noticed how he really applies this in our conversations both professional and personal. I believe this is applicable to having great conversations with friends as well, especially when externally processing your life updates. <br/><br/>I'd 100% recommend this to anyone looking to have more fruitful conversations! <br/><br/>Also loved this illustrated resource:<br/>https://medium.com/@hannahpixels/12-top-takeaways-from-the-coaching-habit-e2ea3028ec34",,,1,0
59364173,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""""","=""""",5,4.46,Simon & Schuster,ebook,320,2022,2022,2024/03/24,2024/02/16,,,read,Painfully honest and heartbreaking.,,,1,0
55361205,A Promised Land,Barack Obama,"Obama, Barack",,"=""""","=""""",4,4.33,Crown,Kindle Edition,768,2020,2020,2024/03/22,2024/01/30,,,read,"This was an absurdly long book. I don't think I digested most of what he said, but focused more on the broad strokes of how he dealt with political opposition and how the US government works. <br/><br/>I'm not familiar with any other US presidents, but there is something incredibly genuine about Obama's hope and optimism that I find inspiring.",,,1,0
1239697,Scarlett,Cathy Cassidy,"Cassidy, Cathy",,"=""0141320222""","=""9780141320229""",4,3.65,Puffin,Paperback,240,2006,1991,,2014/01/22,,,read,,,,1,0
44525305,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,"Iger, Robert",Joel Lovell,"=""""","=""""",3,4.41,Random House,Hardcover,272,2019,2019,2024/01/30,2023/12/20,,,read,It was interesting to see what it looks like to climb the corporate ladder. Reading it had undertones of Disney propaganda or maybe he was just really sincere about his work - hard to tell.,,,1,0
59696349,Build: An Unorthodox Guide to Making Things Worth Making,Tony Fadell,"Fadell, Tony",,"=""1787634116""","=""9781787634114""",5,4.33,Bantam Press,Paperback,416,2022,,2024/01/07,2024/01/07,,,read,The best advice I've gotten on my career! I think this is perfect close to graduation and to read again as you move through your career. I want to build solutions for making an impact and this was great for putting that into perspective.,,,1,0
202712983,"Babel, or The Necessity of Violence: An Arcane History of the Oxford Translators' Revolution",R.F. Kuang,"Kuang, R.F.",,"=""0008501831""","=""""",4,4.19,HarperVoyager,Kindle Edition,547,2023,2022,2023/12/23,2023/10/15,,,read,"I thought the whole backdrop of the book was really on the nose at first but as I read on, I realized there is a point to blatantly reimagining the past. It points out structures of power we didn't previously see when they were wrapped in ""complexities"" like global trade, war, economics, etc. <br/><br/>Loved how the idea of silver working and appreciate the research it must have taken to do this!!",,,1,0
122765395,Elon Musk,Walter Isaacson,"Isaacson, Walter",,"=""1982181281""","=""9781982181284""",4,4.41,Simon & Schuster,Hardcover,688,2023,2023,2023/12/13,2023/11/29,,,read,Wild. You can see how his tenacity escalates into arrogance. I believe there could have been a version of this story without the slide into paranoia and tunnel vision. It would be a mistake if people took away that being an asshole is necessary to achieving excellence.,,,1,0
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",0,4.16,Ballantine Books,Hardcover,326,2019,2019,,2023/12/10,to-read,to-read (#140),to-read,,,,0,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",0,4.14,Ballantine Books,Hardcover,352,2016,2016,,2023/12/05,to-read,to-read (#139),to-read,,,,0,0
22733729,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky  Chambers,"Chambers, Becky",,"=""1500453307""","=""9781500453305""",0,4.18,CreateSpace Independent Publishing Platform ,Paperback,518,2014,2014,,2023/11/28,to-read,to-read (#138),to-read,,,,0,0
58604389,This Much is True,Miriam Margolyes,"Margolyes, Miriam",,"=""""","=""""",3,4.10,John Murray,Kindle Edition,427,2021,2021,2023/11/09,2023/03/16,,,read,"The rating is more 3.5 mainly because it was nice to listen to as a brainless audiobook. This is a chronicle of a long, full life and the crazy adventures she's had. Someone more familiar with her and her work would probably appreciate this more! (Though it was entertaining and interesting for the most part)",,,1,0
29939161,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,Kim Malone Scott,"Scott, Kim Malone",,"=""1250103509""","=""9781250103505""",0,4.07,St. Martin's Press,Hardcover,336,2017,2017,,2023/11/08,to-read,to-read (#137),to-read,,,,0,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""""","=""""",0,4.32,"Harcourt, Inc.",Paperback,96,2000,1943,,2023/10/27,to-read,to-read (#136),to-read,,,,0,0
68210,"Gilead (Gilead, #1)",Marilynne Robinson,"Robinson, Marilynne",,"=""031242440X""","=""9780312424404""",0,3.85,Picador USA,Paperback,247,2006,2004,,2023/10/27,to-read,to-read (#135),to-read,,,,0,0
444653,"How to Measure Anything: Finding the Value of ""Intangibles"" in Business",Douglas W. Hubbard,"Hubbard, Douglas W.",,"=""0470110120""","=""9780470110126""",4,3.91,John Wiley & Sons Inc,Hardcover,304,2007,1985,2023/10/27,2023/10/12,,,read,"I find this book empowering at getting you to think about making data driven decisions in creative ways. What are you really trying to figure out? Why do you want to know? I appreciated the section of the book for resetting my brain into looking at all decisions as quantifiable even if it isn't perfect!<br/><br/>Measurement is about reducing uncertainty, rather than finding an accurate answer!!<br/><br/>The specific methods are good for getting an overview of what you could do but I think the most value was the first sections talking about the figuring out the right problem.",,,1,0
22309627,"How to Love (Mindfulness Essentials, #3)",Thich Nhat Hanh,"Hanh, Thich Nhat",Jason DeAntonis,"=""1937006883""","=""9781937006884""",4,4.32,Parallax Press,Paperback,128,2014,2014,2023/10/23,2023/10/16,,,read,Good reminder to be kind to yourself and others.,,,1,0
55313155,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""""","=""""",5,4.51,Cornerstone Digital,Kindle Edition,482,2021,2021,2023/10/15,2022/11/09,,,read,Wow. This book makes me want to read more science fiction. I'm so impressed by the work that has gone into making everything plausible. Also the EXPERIMENTS. It makes me want to be a scientist. I'm in love.,,,1,0
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""0307592731""","=""9780307592736""",3,4.06,Knopf,Hardcover,315,2012,2012,2023/10/13,2023/03/16,,,read,The beginning of the book takes a bit to get into but I think overall the book is an amazing example of what people can do when they set their mind to it. I think it's also a good story of forgiving yourself and moving on.,,,1,0
1303,The 48 Laws of Power,Robert Greene,"Greene, Robert",,"=""0140280197""","=""9780140280197""",0,4.13,Penguin Books,Paperback,452,2000,1998,,2023/10/11,to-read,to-read (#134),to-read,,,,0,0
56732449,The Love Hypothesis,Ali Hazelwood,"Hazelwood, Ali",,"=""0593336828""","=""9780593336823""",0,4.15,Berkley Books,Paperback,383,2021,2021,,2023/09/20,to-read,to-read (#133),to-read,,,,0,0
36442813,The Order of Time,Carlo Rovelli,"Rovelli, Carlo",,"=""073521610X""","=""9780735216105""",4,4.12,Riverhead Books,Hardcover,224,2018,2017,2023/09/15,2020/08/08,,,read,"Definitely gonna need to read this again (or maybe several things). It was an all encompassing perspective on time - what it means to us, what we know about it, how we experience it, where it leads.",,,1,0
40864002,"A Psalm for the Wild-Built (Monk & Robot, #1)",Becky  Chambers,"Chambers, Becky",,"=""""","=""""",0,4.28,Tordotcom,Kindle Edition,160,2021,2021,,2023/09/15,to-read,to-read (#132),to-read,,,,0,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",0,4.40,Ecco,Hardcover,360,2022,2022,,2023/09/05,to-read,to-read (#131),to-read,,,,0,0
12609,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",Anne Fadiman,"Fadiman, Anne",,"=""0374525641""","=""9780374525644""",4,4.20,"Farrar, Straus and Giroux ",Paperback,341,2007,1997,2023/09/05,2021/11/18,,,read,"Randomly today I noticed that my GP uses a similar set of questions as the cultural questions from the book when I was booking an appointment online! It's interesting being asked what the issue is from the patient's perspective and actually having your thoughts taken seriously rather than being treated as someone who is less than the doctor. <br/><br/>It's also such a well-researched, pure book. I can feel how much the author cares about the stories she's telling from every word. Empathy is a skill and one the author exercises at every step of the process even years after finishing the book. I look up to that!",,,1,0
41817486,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""0393341763""","=""9780393341768""",0,4.00,W. W. Norton & Company,Paperback,240,2019,1962,,2023/09/04,to-read,to-read (#130),to-read,,,,0,0
58687126,Finding Me,Viola Davis,"Davis, Viola",,"=""0063037327""","=""9780063037328""",4,4.56,HarperOne,Hardcover,304,2022,2022,2023/08/24,2023/07/29,,,read,"Some things I took away:<br/>- when you love your life doing things you don't care about, it will be hard.<br/>- people can change and sometimes they don't. It's not your job to fix them and you're not obligated to forgive. <br/>- when you learn to love yourself, you open yourself up to receiving the love you deserve. <br/><br/>I didn't know anything about Viola Davis except that I thought she was such a badass person in How to Get Away With Murder and it's crazy to see how meaningful that role was to her.",,,1,0
58557023,The Island of Missing Trees,Elif Shafak,"Shafak, Elif",,"=""""","=""""",4,4.15,Penguin,Kindle Edition,345,2021,2021,2023/08/21,2023/07/06,,,read,I had NO idea any of this was happening in Cyprus. It breaks my heart to hear these stories and I'm being reminded through more books that generational trauma is a real thing. <br/><br/>The focus on trees really reminded me of the Overstory! Changes your perspective on our connection with nature and how little we understand.,,,1,0
14733844,告別的年代,黎紫書,"黎紫書, 黎紫書",,"=""9570837233""","=""9789570837230""",0,3.53,聯經出版,Paperback,312,2010,2010,,2021/11/29,to-read,to-read (#102),to-read,,,,0,0
58214328,What My Bones Know: A Memoir of Healing from Complex Trauma,Stephanie Foo,"Foo, Stephanie",,"=""0593238109""","=""9780593238103""",5,4.52,Ballantine Books,Hardcover,352,2022,2022,2023/07/29,2023/05/25,,,read,"I learned so much about healing and self-love from this book and would 100% recommend this to anyone going through their own journey. I particularly enjoyed the way she summarised research and reframed it to how applicable it is to her life or cautions with the specific assumptions the research was made under. I gobbled up the audiobook and felt my perspective change.<br/><br/>Here's what I took away:<br/>1. Just because you 'tried therapy' and it didn't work, doesn't mean that therapy doesn't work for you. Sometimes it just means that the therapist or the method didn't address your needs.<br/>2. You need to process how you feel and accept those feelings as they come along. You can't just shut feelings out.<br/>3. It's okay to feel sad especially right after particularly amazing days. It's a natural response that you want more amazing days but you shouldn't beat yourself up for feeling that way. Accept it and let go.<br/>4. Curiosity! A way to practice active listening. Understand why you reacted in certain ways -- ask questions from a place of kindness. And when you have the emotional availability, do this for your loved ones too. Everyone has insecurities, doubts - help them work through it, ask them questions to understand how they feel.<br/>5. Taking care of your mental health is taking care of your physical health. They are intertwined!<br/>6. One way to better understand your emotions is to make sure you're taking care of yourself (eat well, drink water, sleep enough, exercise). Then, you can begin to discern where your feelings are coming from.<br/><br/>I'd love to re-read this book after I've digested it. I am learning to look after myself and I think this will help.",,,1,0
49771904,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",4,4.21,Gateway,Kindle Edition,228,2012,1966,2023/07/27,2022/11/28,,,read,"Super interesting take on what happens when you boost someone's intelligence without growing all the other parts of them at the same time. <br/><br/>I don't really like how the author characterizes women in this story (constantly sexualized, depth less personalities). But maybe I'm more forgiving because the author is quite old and the story is from the perspective of a maturity stunted boy? Maybe I shouldn't be so forgiving. <br/><br/>I did think it was a good read still!",,,1,0
17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,"Yousafzai, Malala",Christina Lamb,"=""0316322407""","=""9780316322409""",5,4.15,"Little, Brown and Company",Hardcover,327,2013,2012,2023/07/25,2023/07/15,,,read,So much to unpack here! It's crazy to think everything here happened before she was even 16!,,,1,0
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""""","=""""",5,4.49,Doubleday Canada,Hardcover,289,2016,2016,2023/07/14,2023/06/15,,,read,"Wow. Just wow. This is definitely worth listening to as an audiobook instead of reading. I don't know what African languages sound like and the jokes are definitely better with his inflection. <br/><br/>There are so many things I didn't know about Apartheid, South Africa and the flavour of racism existing there. 100% recommend.",,,1,0
13265138,"The Death Cure (Maze Runner, #3)",James Dashner,"Dashner, James",,"=""0385738781""","=""9780385738781""",0,3.78,Delacorte Press,Paperback,325,2013,2011,,2015/11/18,dropped,dropped (#6),dropped,,,,0,0
25909686,"The Sword of Summer (Magnus Chase and The Gods of Asgard, #1)",Rick Riordan,"Riordan, Rick",,"=""0141342420""","=""9780141342429""",0,4.24,Puffin Books,Paperback,528,2015,2015,,2016/02/15,dropped,dropped (#5),dropped,,,,0,0
8487068,Great Expectations,Charles Dickens,"Dickens, Charles",,"=""""","=""""",0,3.79,HarperCollins,Paperback,460,2010,1860,,2014/08/27,dropped,dropped (#4),dropped,,,,0,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",0,4.02,Knopf,Hardcover,399,1996,1995,,2014/08/04,dropped,dropped (#3),dropped,,,,0,0
13259261,The Illustrated Man,Ray Bradbury,"Bradbury, Ray",,"=""1451678185""","=""9781451678185""",0,4.13,Simon and Schuster,Paperback,281,2012,1951,,2022/10/09,dropped,dropped (#2),dropped,,,,0,0
59720739,The Picture of Dorian Gray (Legend Classics),Oscar Wilde,"Wilde, Oscar",,"=""1789559634""","=""9781789559637""",1,4.12,Legend Press,Kindle Edition,226,2021,1890,2023/07/09,2023/06/21,dropped,dropped (#1),dropped,,,,2,0
38746485,Becoming,Michelle Obama,"Obama, Michelle",,"=""""","=""""",5,4.46,Crown,Hardcover,426,2018,2018,2023/07/09,2023/06/15,,,read,I feel like I'm going to need some time to fully digest what I learned and the new perspectives I've gained:<br/>- how to be a mom and a career woman<br/>- how to make life decisions with a partner<br/>- how to make the most of the opportunities given to you<br/>- how to find happiness in the moment<br/><br/>I'd read this again when I'm a little older because I'm sure I'll be looking for these nuggets of wisdom. Definitely recommend!,,,1,0
